id,createdUTC,text,stance,children,imgId
915,1636409470,"Proud anti-vaccine family gets hit by COVID. Wife's (blue) sister in law (green) has already passed, and husband (black) has been moved to a ventilator. HCA nominee husband would leave behind a wife and daughter (red), who were also sick with COVID.",none,"['915-9', '915-12', '915-13', '915-127', '915-185', '915-246', '915-359', '915-395', '915-396', '915-401']",915
937,1691190240,Connecticut law ending religious vaccine exemptions for children is upheld,none,"['937-23', '937-62', '937-63', '937-88', '937-180', '937-188', '937-381']",937
942,1708351786,NY State Democrats are pushing law to allow vaccination of children without parental consent.,favor,"['942-2', '942-72']",942
955,1639148260,"Reformed anti-vaxxer Lilac posted a ton of memes, some kinda funny, some much less so. After her dying 33-year-old son-in-law begged her to get vaccinated, she's antibodied up & wants everyone to know how wrong she was to fall for the disinformation.",none,"['955-2', '955-3', '955-5', '955-78', '955-121', '955-133', '955-136', '955-140', '955-141']",955
968,1572889984,Colorado’s near-lowest vaccination rates have schools ready to enforce state law to prevent an outbreak,none,"['968-4', '968-7', '968-25', '968-46', '968-47', '968-51', '968-56', '968-80']",968
971,1629800414,Maine law that bans nonmedical exemption vaccine exemptions for school children to take effect,none,"['971-3', '971-19', '971-55', '971-68', '971-74', '971-93', '971-105', '971-107', '971-201', '971-230', '971-253', '971-264', '971-306']",971
987,1710075347,West Virginia lawmakers OK bill drawing back one of the country’s strictest child vaccination laws,favor,"['987-6', '987-34', '987-39', '987-40', '987-47', '987-111']",987
999,1458933198,"Parents in Uganda who fail to vaccinate their kids, will face a six-month prison sentence, according to new law",none,"['999-7', '999-20', '999-32', '999-45', '999-58', '999-101', '999-126']",999
1002,1628253991,"Vaccine Mandates Are Lawful, Effective and Based on Rock-Solid Science",favor,"['1002-9', '1002-19', '1002-27', '1002-53', '1002-63', '1002-128', '1002-144']",1002
1006,1472367116,"US judge upholds state law requiring vaccinations - A federal judge refused Friday to block California’s new vaccination law, which requires children in public and private schools to be inoculated against 10 contagious illnesses and eliminates an exemption based on their parents’ personal beliefs",none,"['1006-1', '1006-40', '1006-93', '1006-95', '1006-109', '1006-121', '1006-142', '1006-145']",1006
1010,1643140800,Newly proposed SC law would make it a crime to ask about vaccine status,none,"['1010-8', '1010-55', '1010-70', '1010-102', '1010-143', '1010-198', '1010-201', '1010-220', '1010-222', '1010-257']",1010
1022,1631309053,Biden’s COVID Vaccination Strategy Triggers Full-Scale Republican Meltdown,none,"['1022-12', '1022-40', '1022-134', '1022-183', '1022-253', '1022-447']",1022
1044,1628472235,US Federal Court Preliminary Injunction ruling Norwegian Cruise Line can require proof of COVID-19 vaccine despite Florida law,favor,"['1044-4', '1044-9', '1044-14']",1044
1050,1643129130,Newly proposed SC law would make it a crime to ask about vaccine status,against,"['1050-6', '1050-60', '1050-68', '1050-98']",1050
